question_id,title_ind,title_en,question_ind,question_en,question_code,reference_solution,expected_output,week,source_no,order_no,active,data_status,question_type,source_system,source_key,source_code,level,short_description_ind,short_description_en,content_blocks_ind,content_blocks_en,sample_inputs,sample_outputs,probe_no,target_misconception_id,input_description_ind,input_description_en,output_description_ind,output_description_en,io_content_type,test_cases_json,options_json,correct_option_label,evidence_available,lms_question_id,display_question_code
Q011,Kalkulator Pecahan (a/b dan c/d),Kalkulator Pecahan (a/b dan c/d),"Tulislah sebuah algoritma seperti aplikasi kalkulator untuk menghitung operasi aritmetika antara dua bilangan pecahan a/b dan c/d.
  Masukan berupa empat bilangan bulat a, b, c, dan d secara berurutan, yang merepresentasikan bilangan pecahan a/b dan c/d.
  Keluaran berupa hasil operasi penjumlahan, pengurangan, perkalian, dan pembagian dalam bentuk pecahan x/y. Untuk setiap operasi, tampilkan label operasi, pembilang x, karakter ""/"", dan penyebut y secara berurutan.","Write a calculator app-like algorithm to compute arithmetic operations between two fractional numbers a/b and c/d.
  Input four integers, a, b, c, and d respectively, representing the fractional numbers a/b and c/d.
  Output the results of addition, subtraction, multiplication, and division as fractions x/y. For each operation, print the operation label, numerator x, the character ""/"", and denominator y in that order.
  
  Examples:
  Input: 1 2 1 2
  Result:
  addition:
  4
  /
  4
  subtraction:
  0
  /
  4
  multiplication:
  1
  /
  4
  division:
  2
  /
  2
  
  Input: 2 5 1 5
  Result:
  addition:
  15
  /
  25
  subtraction:
  5
  /
  25
  multiplication:
  2
  /
  25
  division:
  10
  /
  5",085,,,W02,85,11,TRUE,needs_review,PS,LMS,LMS-PS-11110233,085.ANO kalkulator pecahan (en),Challenger,Tulislah sebuah algoritma seperti aplikasi kalkulator untuk menghitung operasi aritmetika antara dua bilangan pecahan a/b dan c/d.,Write a calculator app-like algorithm to compute arithmetic operations between two fractional numbers a/b and c/d.,"[{""type"": ""text"", ""content"": ""Tulislah sebuah algoritma seperti aplikasi kalkulator untuk menghitung operasi aritmetika antara dua bilangan pecahan a/b dan c/d.\n Masukan berupa empat bilangan bulat a, b, c, dan d secara berurutan, yang merepresentasikan bilangan pecahan a/b dan c/d.\n Keluaran berupa hasil operasi penjumlahan, pengurangan, perkalian, dan pembagian dalam bentuk pecahan x/y. Untuk setiap operasi, tampilkan label operasi, pembilang x, karakter \""/\"", dan penyebut y secara berurutan.""}]","[{""type"": ""text"", ""content"": ""Write a calculator app-like algorithm to compute arithmetic operations between two fractional numbers a/b and c/d.\n Input four integers, a, b, c, and d respectively, representing the fractional numbers a/b and c/d.\n Output the results of addition, subtraction, multiplication, and division as fractions x/y. For each operation, print the operation label, numerator x, the character \""/\"", and denominator y in that order.\n\n Examples:\n Input: 1 2 1 2\n Result:\n addition:\n 4\n /\n 4\n subtraction:\n 0\n /\n 4\n multiplication:\n 1\n /\n 4\n division:\n 2\n /\n 2\n\n Input: 2 5 1 5\n Result:\n addition:\n 15\n /\n 25\n subtraction:\n 5\n /\n 25\n multiplication:\n 2\n /\n 25\n division:\n 10\n /\n 5""}]","[""1 2 1 2"", ""2 5 1 5""]","[""addition:\n4\n/\n4\nsubtraction:\n0\n/\n4\nmultiplication:\n1\n/\n4\ndivision:\n2\n/\n2"", ""addition:\n15\n/\n25\nsubtraction:\n5\n/\n25\nmultiplication:\n2\n/\n25\ndivision:\n10\n/\n5""]",,,"berupa empat bilangan bulat a, b, c, dan d secara berurutan, yang merepresentasikan bilangan pecahan a/b dan c/d.","four integers, a, b, c, and d respectively, representing the fractional numbers a/b and c/d.","berupa hasil operasi penjumlahan, pengurangan, perkalian, dan pembagian dalam bentuk pecahan x/y. Untuk setiap operasi, tampilkan label operasi, pembilang x, karakter ""/"", dan penyebut y secara berurutan.","the results of addition, subtraction, multiplication, and division as fractions x/y. For each operation, print the operation label, numerator x, the character ""/"", and denominator y in that order.",text+table,"[{""case_no"": 1, ""input"": ""1 2 1 2"", ""output"": ""addition:\n4\n/\n4\nsubtraction:\n0\n/\n4\nmultiplication:\n1\n/\n4\ndivision:\n2\n/\n2""}, {""case_no"": 2, ""input"": ""2 5 1 5"", ""output"": ""addition:\n15\n/\n25\nsubtraction:\n5\n/\n25\nmultiplication:\n2\n/\n25\ndivision:\n10\n/\n5""}]",,,TRUE,11110233,11110233
Q012,Denominasi Uang Kembalian,Denominasi Uang Kembalian,"Kasir Algomart menyimpan uang kertas sepuluh-ribuan, lima-ribuan, dan seribuan di mesin kasir. Ketika pelanggan membayar lebih dari total belanjaannya, kembalian diambil dari mesin kasir. Tulislah sebuah algoritma untuk menghitung jumlah lembar uang kertas dari tiap pecahan yang dikembalikan kasir.
  Masukan berupa satu bilangan bulat, jumlah uang kembalian yang harus diterima pelanggan.
  Keluaran berupa jumlah lembar uang sepuluh-ribuan, lima-ribuan, dan seribuan.
  
  Algomart cashier keeps ten-thousand bills, five-thousand bills, thousand bills in the cash register. When a customer pays more than her groceries cost, the change will be taken from the cash register. Write an algorithm to compute the number of bills of each denominations returned by the cashier.","Input an integer, the change money should be received by the customer.
  Output the number of bills for ten-thousand, five-thousand, and thousand bills.
  
  Examples:
  Input: 19000
  Result:
  1
  1
  4
  Input: 6000
  Result:
  0
  1
  1",037,,,W02,86,12,TRUE,needs_review,PS,LMS,LMS-PS-10564818,037.ANO denominasi uang (en),Ultimate,"Kasir Algomart menyimpan uang kertas sepuluh-ribuan, lima-ribuan, dan seribuan di mesin kasir.","Input an integer, the change money should be received by the customer.","[{""type"": ""text"", ""content"": ""Kasir Algomart menyimpan uang kertas sepuluh-ribuan, lima-ribuan, dan seribuan di mesin kasir. Ketika pelanggan membayar lebih dari total belanjaannya, kembalian diambil dari mesin kasir. Tulislah sebuah algoritma untuk menghitung jumlah lembar uang kertas dari tiap pecahan yang dikembalikan kasir.\nMasukan berupa satu bilangan bulat, jumlah uang kembalian yang harus diterima pelanggan.\nKeluaran berupa jumlah lembar uang sepuluh-ribuan, lima-ribuan, dan seribuan.\n\nAlgomart cashier keeps ten-thousand bills, five-thousand bills, thousand bills in the cash register. When a customer pays more than her groceries cost, the change will be taken from the cash register. Write an algorithm to compute the number of bills of each denominations returned by the cashier.""}]","[{""type"": ""text"", ""content"": ""Input an integer, the change money should be received by the customer.\nOutput the number of bills for ten-thousand, five-thousand, and thousand bills.\n\nExamples:\nInput: 19000\nResult:\n1\n1\n4\nInput: 6000\nResult:\n0\n1\n1""}]","[""19000"", ""6000""]","[""1\n1\n4"", ""0\n1\n1""]",,,"berupa satu bilangan bulat, jumlah uang kembalian yang harus diterima pelanggan.","an integer, the change money should be received by the customer.","berupa jumlah lembar uang sepuluh-ribuan, lima-ribuan, dan seribuan.","the number of bills for ten-thousand, five-thousand, and thousand bills.",text+table,"[{""case_no"": 1, ""input"": ""19000"", ""output"": ""1\n1\n4""}, {""case_no"": 2, ""input"": ""6000"", ""output"": ""0\n1\n1""}]",,,TRUE,10564818,10564818
Q013,Konversi Detik Maraton ke Jam-Menit-Detik,Konversi Detik Maraton ke Jam-Menit-Detik,"Seorang atlet maraton mencatat waktu larinya menggunakan stopwatch (dalam detik).
  Tulislah sebuah algoritma untuk mengonversi catatan waktu tersebut menjadi jam, menit, dan detik.
  Masukan berupa satu bilangan bulat positif, waktu lari atlet dalam detik.
  Keluaran berupa catatan waktu yang sama dalam jam, menit, dan detik.
  
  A marathon athlete keeps track its running time by using a stopwatch (in seconds).","Write an algorithm to convert the time into hours, minutes, and seconds.
  Input a positive integer, the athlete running time in seconds.
  Output the same record but in hours, minutes and seconds.
  
  Examples:
  Input: 7299
  Result:
  2
  1
  39
  Input: 7301
  Result:
  2
  1
  41",040,,,W02,87,13,TRUE,needs_review,PS,LMS,LMS-PS-10564819,040.UAI detik maraton (en),Ultimate,Seorang atlet maraton mencatat waktu larinya menggunakan stopwatch (dalam detik).,"Write an algorithm to convert the time into hours, minutes, and seconds.","[{""type"": ""text"", ""content"": ""Seorang atlet maraton mencatat waktu larinya menggunakan stopwatch (dalam detik).\nTulislah sebuah algoritma untuk mengonversi catatan waktu tersebut menjadi jam, menit, dan detik.\nMasukan berupa satu bilangan bulat positif, waktu lari atlet dalam detik.\nKeluaran berupa catatan waktu yang sama dalam jam, menit, dan detik.\n\nA marathon athlete keeps track its running time by using a stopwatch (in seconds).""}]","[{""type"": ""text"", ""content"": ""Write an algorithm to convert the time into hours, minutes, and seconds.\nInput a positive integer, the athlete running time in seconds.\nOutput the same record but in hours, minutes and seconds.\n\nExamples:\nInput: 7299\nResult:\n2\n1\n39\nInput: 7301\nResult:\n2\n1\n41""}]","[""7299"", ""7301""]","[""2\n1\n39"", ""2\n1\n41""]",,,"berupa satu bilangan bulat positif, waktu lari atlet dalam detik.","a positive integer, the athlete running time in seconds.","berupa catatan waktu yang sama dalam jam, menit, dan detik.","the same record but in hours, minutes and seconds.",text+table,"[{""case_no"": 1, ""input"": ""7299"", ""output"": ""2\n1\n39""}, {""case_no"": 2, ""input"": ""7301"", ""output"": ""2\n1\n41""}]",,,TRUE,10564819,10564819
Q014,Pertukaran Isi Tiga Variabel,Pertukaran Isi Tiga Variabel,"Tulislah sebuah algoritma untuk menukar isi tiga variabel, sehingga:
  - variabel y berisi nilai dari x
  - variabel x berisi nilai dari z
  - variabel z berisi nilai dari y
  
  Masukan berupa tiga bilangan yang disimpan ke variabel x, y, z.
  Keluaran berupa isi variabel x, y, z setelah proses penukaran.
  Petunjuk: Pembacaan harus menggunakan variabel x, y, z dalam urutan ini, dan penulisan juga harus menggunakan variabel yang sama dalam urutan yang sama (x, y, z).","Write an algorithm to exchange the content of three variables, such that:
  - variable y contains value from x
  - variable x contains value from z
  - variable z contains value from y
  
  Input three numbers should be stored into variables x, y, z.
  Output the contents of variables x, y, z after the process.
  Hint: The reading must use variables x, y, z in this order, and the writing should also use the same variables in the same order (x, y, z).
  
  Examples:
  Input: 1 2 3
  Result:
  3
  1
  2
  Input: 11 22 33
  Result:
  33
  11
  22",053,,,W02,88,14,TRUE,needs_review,PS,LMS,LMS-PS-10564825,053.UAI tukar 3 bilangan (en),Ultimate,"Tulislah sebuah algoritma untuk menukar isi tiga variabel, sehingga: - variabel y berisi nilai dari x - variabel x berisi nilai dari z - variabel z berisi nilai dari y Masukan ber…","Write an algorithm to exchange the content of three variables, such that: - variable y contains value from x - variable x contains value from z - variable z contains value from y…","[{""type"": ""text"", ""content"": ""Tulislah sebuah algoritma untuk menukar isi tiga variabel, sehingga:\n- variabel y berisi nilai dari x\n- variabel x berisi nilai dari z\n- variabel z berisi nilai dari y\n\nMasukan berupa tiga bilangan yang disimpan ke variabel x, y, z.\nKeluaran berupa isi variabel x, y, z setelah proses penukaran.\nPetunjuk: Pembacaan harus menggunakan variabel x, y, z dalam urutan ini, dan penulisan juga harus menggunakan variabel yang sama dalam urutan yang sama (x, y, z).""}]","[{""type"": ""text"", ""content"": ""Write an algorithm to exchange the content of three variables, such that:\n- variable y contains value from x\n- variable x contains value from z\n- variable z contains value from y\n\nInput three numbers should be stored into variables x, y, z.\nOutput the contents of variables x, y, z after the process.\nHint: The reading must use variables x, y, z in this order, and the writing should also use the same variables in the same order (x, y, z).\n\nExamples:\nInput: 1 2 3\nResult:\n3\n1\n2\nInput: 11 22 33\nResult:\n33\n11\n22""}]","[""1 2 3"", ""11 22 33""]","[""3\n1\n2"", ""33\n11\n22""]",,,"berupa tiga bilangan yang disimpan ke variabel x, y, z.","three numbers should be stored into variables x, y, z.","berupa isi variabel x, y, z setelah proses penukaran.","the contents of variables x, y, z after the process.",text+table,"[{""case_no"": 1, ""input"": ""1 2 3"", ""output"": ""3\n1\n2""}, {""case_no"": 2, ""input"": ""11 22 33"", ""output"": ""33\n11\n22""}]",,,TRUE,10564825,10564825
Q015,Membalik Posisi Digit Bilangan Tiga Digit,Membalik Posisi Digit Bilangan Tiga Digit,"Tulislah sebuah algoritma untuk menukar posisi digit dari sebuah bilangan tiga digit. Contoh, untuk masukan 123, hasilnya adalah 321.
  Masukan berupa satu bilangan bulat positif tiga digit.
  Keluaran berupa bilangan bulat tiga digit lain dari bilangan asli, menggunakan proses seperti dijelaskan pada contoh.
  Petunjuk: Anda harus membaca masukan sebagai satu bilangan bulat, bukan sebagai 3 karakter atau 3 bilangan satu digit. Demikian pula, Anda harus menulis keluaran sebagai satu bilangan bulat, bukan sebagai 3 karakter atau 3 bilangan satu digit.","Write an algorithm to switch the digit position of a three digit number. Example, given input 123, the result should be 321.
  Input a three digit positive integer.
  Output another three digit integer from the original, using the process as described in the example.
  Hint: You have to read the input as an integer, not as 3 characters or 3 one-digit numbers. Similarly, you must write the output as one integer, not as 3 characters or 3 one-digit numbers.
  
  Examples:
  Input: 123
  Result: 321
  Input: 321
  Result: 123",059,,,W02,89,15,TRUE,needs_review,PS,LMS,LMS-PS-11318699,059.ANO tukar posisi digit (en),Ultimate,Tulislah sebuah algoritma untuk menukar posisi digit dari sebuah bilangan tiga digit.,Write an algorithm to switch the digit position of a three digit number.,"[{""type"": ""text"", ""content"": ""Tulislah sebuah algoritma untuk menukar posisi digit dari sebuah bilangan tiga digit. Contoh, untuk masukan 123, hasilnya adalah 321.\nMasukan berupa satu bilangan bulat positif tiga digit.\nKeluaran berupa bilangan bulat tiga digit lain dari bilangan asli, menggunakan proses seperti dijelaskan pada contoh.\nPetunjuk: Anda harus membaca masukan sebagai satu bilangan bulat, bukan sebagai 3 karakter atau 3 bilangan satu digit. Demikian pula, Anda harus menulis keluaran sebagai satu bilangan bulat, bukan sebagai 3 karakter atau 3 bilangan satu digit.""}]","[{""type"": ""text"", ""content"": ""Write an algorithm to switch the digit position of a three digit number. Example, given input 123, the result should be 321.\nInput a three digit positive integer.\nOutput another three digit integer from the original, using the process as described in the example.\nHint: You have to read the input as an integer, not as 3 characters or 3 one-digit numbers. Similarly, you must write the output as one integer, not as 3 characters or 3 one-digit numbers.\n\nExamples:\nInput: 123\nResult: 321\nInput: 321\nResult: 123""}]","[""123"", ""321""]","[""321"", ""123""]",,,berupa satu bilangan bulat positif tiga digit.,a three digit positive integer.,"berupa bilangan bulat tiga digit lain dari bilangan asli, menggunakan proses seperti dijelaskan pada contoh.","another three digit integer from the original, using the process as described in the example.",text+table,"[{""case_no"": 1, ""input"": ""123"", ""output"": ""321""}, {""case_no"": 2, ""input"": ""321"", ""output"": ""123""}]",,,TRUE,11318699,11318699
Q016,Menyisipkan Satu Digit di Tengah Bilangan Empat Digit,Menyisipkan Satu Digit di Tengah Bilangan Empat Digit,"Tulislah sebuah algoritma untuk menyisipkan sebuah angka di tengah bilangan empat digit. Contoh, untuk masukan 1234 dan 5, hasilnya adalah 12534.
  Masukan berupa dua bilangan bulat positif, yang pertama berdigit empat dan yang kedua berdigit satu.
  Keluaran berupa bilangan bulat baru setelah proses di atas.","Write an algorithm to insert a number in the middle of a four-digit number. Example, given two integers 1234 and 5, the result should be 12534.
  Input two positive integers, the first has four digits and the second is only one digit.
  Output the new integer after the process described above.
  
  Examples:
  Input: 1234 5
  Result: 12534
  Input: 2345 1
  Result: 23145",062,,,W02,90,16,TRUE,needs_review,PS,LMS,LMS-PS-10564828,062.ANO sisip digit 1 (en),Ultimate,Tulislah sebuah algoritma untuk menyisipkan sebuah angka di tengah bilangan empat digit.,Write an algorithm to insert a number in the middle of a four-digit number.,"[{""type"": ""text"", ""content"": ""Tulislah sebuah algoritma untuk menyisipkan sebuah angka di tengah bilangan empat digit. Contoh, untuk masukan 1234 dan 5, hasilnya adalah 12534.\nMasukan berupa dua bilangan bulat positif, yang pertama berdigit empat dan yang kedua berdigit satu.\nKeluaran berupa bilangan bulat baru setelah proses di atas.""}]","[{""type"": ""text"", ""content"": ""Write an algorithm to insert a number in the middle of a four-digit number. Example, given two integers 1234 and 5, the result should be 12534.\nInput two positive integers, the first has four digits and the second is only one digit.\nOutput the new integer after the process described above.\n\nExamples:\nInput: 1234 5\nResult: 12534\nInput: 2345 1\nResult: 23145""}]","[""1234 5"", ""2345 1""]","[""12534"", ""23145""]",,,"berupa dua bilangan bulat positif, yang pertama berdigit empat dan yang kedua berdigit satu.","two positive integers, the first has four digits and the second is only one digit.",berupa bilangan bulat baru setelah proses di atas.,the new integer after the process described above.,text+table,"[{""case_no"": 1, ""input"": ""1234 5"", ""output"": ""12534""}, {""case_no"": 2, ""input"": ""2345 1"", ""output"": ""23145""}]",,,TRUE,10564828,10564828
Q017,Menentukan Apakah Bilangan Kedua Merupakan Faktor Bilangan Pertama,Menentukan Apakah Bilangan Kedua Merupakan Faktor Bilangan Pertama,"Diberikan dua bilangan bulat positif, periksa apakah bilangan kedua adalah faktor dari bilangan pertama.
  Masukan berupa dua bilangan bulat positif x dan y, dengan x > y.
  Keluaran berupa bilangan bulat 1 jika y adalah faktor dari x, dan 0 jika bukan.
  Catatan: Gunakan berbagai operasi bilangan bulat.","Given two positive integers, check whether the second integer is a factor of the first integer.
  Input two positive integer x and y, where x > y.
  Output an integer 1 if y is a factor of x and 0 otherwise.
  Note: Use various integer operations.
  
  Examples:
  Input: 15 3
  Result: 1
  Input: 15 7
  Result: 0",070,,,W02,91,17,TRUE,needs_review,PS,LMS,LMS-PS-10953699,070.JMT A Factor of the Other (en),Ultimate,"Diberikan dua bilangan bulat positif, periksa apakah bilangan kedua adalah faktor dari bilangan pertama.","Given two positive integers, check whether the second integer is a factor of the first integer.","[{""type"": ""text"", ""content"": ""Diberikan dua bilangan bulat positif, periksa apakah bilangan kedua adalah faktor dari bilangan pertama.\nMasukan berupa dua bilangan bulat positif x dan y, dengan x > y.\nKeluaran berupa bilangan bulat 1 jika y adalah faktor dari x, dan 0 jika bukan.\nCatatan: Gunakan berbagai operasi bilangan bulat.""}]","[{""type"": ""text"", ""content"": ""Given two positive integers, check whether the second integer is a factor of the first integer.\nInput two positive integer x and y, where x > y.\nOutput an integer 1 if y is a factor of x and 0 otherwise.\nNote: Use various integer operations.\n\nExamples:\nInput: 15 3\nResult: 1\nInput: 15 7\nResult: 0""}]","[""15 3"", ""15 7""]","[""1"", ""0""]",,,"berupa dua bilangan bulat positif x dan y, dengan x > y.","two positive integer x and y, where x > y.","berupa bilangan bulat 1 jika y adalah faktor dari x, dan 0 jika bukan.",an integer 1 if y is a factor of x and 0 otherwise.,text+table,"[{""case_no"": 1, ""input"": ""15 3"", ""output"": ""1""}, {""case_no"": 2, ""input"": ""15 7"", ""output"": ""0""}]",,,TRUE,10953699,10953699
Q018,Menentukan Bilangan Negatif Tanpa Percabangan,Menentukan Bilangan Negatif Tanpa Percabangan,"Diberikan sebuah bilangan bulat, periksa apakah bilangan tersebut negatif.
  Masukan berupa satu bilangan bulat.
  Keluaran berupa bilangan bulat 1 jika masukan negatif, dan 0 jika bukan.
  Catatan: Gunakan berbagai operasi bilangan bulat.
  Catatan 2: Bilangan bulat disimpan sebagai bilangan 32 bit.","Given an integer, check whether it is a negative integer.
  Input an integer.
  Output an integer 1 if the input is negative and 0 otherwise.
  Note: Use various integer operations.
  Note2: The integer is stored as 32 bit number.
  
  Examples:
  Input: 15
  Result: 0
  Input: -15
  Result: 1",071,,,W02,92,18,TRUE,needs_review,PS,LMS,LMS-PS-10953700,071.JMT Negative or Positive (en),Ultimate,"Diberikan sebuah bilangan bulat, periksa apakah bilangan tersebut negatif.","Given an integer, check whether it is a negative integer.","[{""type"": ""text"", ""content"": ""Diberikan sebuah bilangan bulat, periksa apakah bilangan tersebut negatif.\nMasukan berupa satu bilangan bulat.\nKeluaran berupa bilangan bulat 1 jika masukan negatif, dan 0 jika bukan.\nCatatan: Gunakan berbagai operasi bilangan bulat.\nCatatan 2: Bilangan bulat disimpan sebagai bilangan 32 bit.""}]","[{""type"": ""text"", ""content"": ""Given an integer, check whether it is a negative integer.\nInput an integer.\nOutput an integer 1 if the input is negative and 0 otherwise.\nNote: Use various integer operations.\nNote2: The integer is stored as 32 bit number.\n\nExamples:\nInput: 15\nResult: 0\nInput: -15\nResult: 1""}]","[""15"", ""-15""]","[""0"", ""1""]",,,berupa satu bilangan bulat.,an integer.,"berupa bilangan bulat 1 jika masukan negatif, dan 0 jika bukan.",an integer 1 if the input is negative and 0 otherwise.,text+table,"[{""case_no"": 1, ""input"": ""15"", ""output"": ""0""}, {""case_no"": 2, ""input"": ""-15"", ""output"": ""1""}]",,,TRUE,10953700,10953700
Q019,Menghitung Nilai Absolut Tanpa Percabangan,Menghitung Nilai Absolut Tanpa Percabangan,"Diberikan sebuah bilangan bulat signed 32-bit, cetak nilai mutlak dari bilangan tersebut. Nilai masukan berada pada rentang -2147483647 sampai 2147483647.
  Masukan berupa satu bilangan bulat.
  Keluaran berupa nilai mutlak dari bilangan tersebut.
  Catatan: Gunakan berbagai operasi bilangan bulat. Jangan gunakan struktur percabangan.
  Catatan 2: Bilangan bulat disimpan sebagai bilangan 32 bit.","Given a signed 32-bit integer, print the absolute value of the integer. The input value is in the range -2147483647 to 2147483647.
  Input an integer.
  Output the absolute value of the integer.
  Note: Use various integer operations. Do not use conditional statements.
  Note2: The integer is stored as 32 bit number.
  
  Examples:
  Input: 15
  Result: 15
  Input: -15
  Result: 15",072,,,W02,93,19,TRUE,needs_review,PS,LMS,LMS-PS-10999715,072.JMT Absolute (en),Ultimate,"Diberikan sebuah bilangan bulat signed 32-bit, cetak nilai mutlak dari bilangan tersebut.","Given a signed 32-bit integer, print the absolute value of the integer.","[{""type"": ""text"", ""content"": ""Diberikan sebuah bilangan bulat signed 32-bit, cetak nilai mutlak dari bilangan tersebut. Nilai masukan berada pada rentang -2147483647 sampai 2147483647.\nMasukan berupa satu bilangan bulat.\nKeluaran berupa nilai mutlak dari bilangan tersebut.\nCatatan: Gunakan berbagai operasi bilangan bulat. Jangan gunakan struktur percabangan.\nCatatan 2: Bilangan bulat disimpan sebagai bilangan 32 bit.""}]","[{""type"": ""text"", ""content"": ""Given a signed 32-bit integer, print the absolute value of the integer. The input value is in the range -2147483647 to 2147483647.\nInput an integer.\nOutput the absolute value of the integer.\nNote: Use various integer operations. Do not use conditional statements.\nNote2: The integer is stored as 32 bit number.\n\nExamples:\nInput: 15\nResult: 15\nInput: -15\nResult: 15""}]","[""15"", ""-15""]","[""15"", ""15""]",,,berupa satu bilangan bulat.,an integer.,berupa nilai mutlak dari bilangan tersebut.,the absolute value of the integer.,text+table,"[{""case_no"": 1, ""input"": ""15"", ""output"": ""15""}, {""case_no"": 2, ""input"": ""-15"", ""output"": ""15""}]",,,TRUE,10999715,10999715
Q020,Nama variabel tertukar dengan nilainya saat output: Kasus 1,A variable name is confused with its value in output: Case 1,"Perhatikan pseudocode berikut.
  
  program CetakNilai
  kamus
  nilai : integer
  algoritma
  nilai <- 8
  output(""nilai"")
  endprogram
  
  Apa yang ditampilkan oleh program?","Perhatikan pseudocode berikut.
  
  program CetakNilai
  kamus
  nilai : integer
  algoritma
  nilai <- 8
  output(""nilai"")
  endprogram
  
  Apa yang ditampilkan oleh program?",IO-02,nilai,Kunci: B,W02,159,20,TRUE,ready,MP,LMS,LMS-MP-W02-IO-02-Q1,IO-02,,Uji pemahaman tentang Nama variabel tertukar dengan nilainya saat output. Perhatikan pseudocode berikut. Apa yang ditampilkan oleh program?,Assess understanding of A variable name is confused with its value in output. Perhatikan pseudocode berikut. Apa yang ditampilkan oleh program?,"[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""program CetakNilai\n kamus\n nilai : integer\n algoritma\n nilai <- 8\n output(\""nilai\"")\n endprogram""}, {""type"": ""text"", ""content"": ""Apa yang ditampilkan oleh program?""}]","[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""program CetakNilai\n kamus\n nilai : integer\n algoritma\n nilai <- 8\n output(\""nilai\"")\n endprogram""}, {""type"": ""text"", ""content"": ""Apa yang ditampilkan oleh program?""}]",[],[],1,IO-02,,,,,none,,"[{""answer_id"": ""A023"", ""label"": ""A"", ""text"": ""8"", ""is_correct"": false, ""misconceptions"": [""IO-02""]}, {""answer_id"": ""A024"", ""label"": ""B"", ""text"": ""nilai"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A025"", ""label"": ""C"", ""text"": ""nilai = 8"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A026"", ""label"": ""D"", ""text"": ""Tidak menampilkan apa pun"", ""is_correct"": false, ""misconceptions"": []}]",B,TRUE,,MP-IO-02-1
